Specimen ID,Insitution or collector,Date DNA Extracted,Species,Museum Label,Caste,Species Determination By,Collection Month,Collection Day,Collection Year,Latitude,Longitude,Country,Place Name,No. of ITS PCR,Proportion positive for Nosema
NIP00366,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Raspberry",W,,7,17,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00367,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Cow Vetch",W,,8,18,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00368,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Pearly Everlasting",W,,8,18,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",6,0.00
NIP00369,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Cow Vetch",W,,8,18,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00370,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Early Goldenrod",W,,8,12,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00371,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Canada Goldenrod",M,,8,18,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00372,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on White Sweet Clover",W,,7,28,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00373,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Fireweed",W,,8,18,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00374,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Spotted Joe-Pye-weed",M,,8,12,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",6,0.00
NIP00375,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Early Goldenrod",M,,8,12,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",6,0.17
NIP00376,Kansas University,12/8/2011,terricola,"ONT: Chapleau, Racine Lake coll. M. Usui on Common St. Johns Wort",W,,8,18,1990,47.987918,-83.333015,Canada,"Racine Lake, Chapleau, ON",3,0.00
NIP00377,Kansas University,12/9/2011,pensylvanicus,"KANSAS: Douglas Co., 6.6km N. Lawrence ex. Aster coll. Charles D. Michener",M,,9,27,1986,39.027088,-95.234127,USA,"6.6km N. Lawrence, KS",6,0.17
NIP00378,Kansas University,12/9/2011,pensylvanicus,"TEXAS: Live Oak Co., 6.4km N. George West on Hwy I-37 coll I. Yarom",W,,7,2,1990,28.399414,-98.061905,USA,"6.4km N George West, TX",6,0.17
NIP00379,Kansas University,12/9/2011,pensylvanicus,"KANSAS: Douglas Co., Lawrence coll. M. & E. Brooks",Q,,7,,1985,38.971669,-95.23525,USA,"Lawrence, KS",6,0.50
NIP00380,Kansas University,12/9/2011,pensylvanicus,"KANSAS: Douglas Co., 6.6km N. Lawrence ex. Aster coll. Charles D. Michener",M,,9,27,1986,39.027088,-95.234127,USA,"6.6km N. Lawrence, KS",3,0.00
NIP00381,Kansas University,12/9/2011,pensylvanicus,"KANSAS: Douglas Co., 10km S. Lawrence coll R.L. Minckly & W. Wcislo",W,,5,10,1989,38.883889,-95.229149,USA,"10km S. Lawrence, KS",6,0.33
NIP00382,Kansas University,12/9/2011,pensylvanicus,"TEXAS: Live Oak Co., 6.4km N. George West on Hwy I-37 coll I. Yarom",W,,7,2,1990,28.399414,-98.061905,USA,"6.4km N George West, TX",3,0.00
NIP00383,Kansas University,12/9/2011,pensylvanicus,"KANSAS: Douglas Co., 6.6km N. Lawrence ex. Aster coll. Charles D. Michener",M,,9,27,1986,39.027088,-95.234127,USA,"6.6km N. Lawrence, KS",6,0.17
NIP00384,University of Michigan,12/9/2011,affinis,"MICH. Livington Co., E.S. George Reserve Field coll. F.C. Evans on Spiraea alba",W,F.C. Evans 1985,7,18,1985,44.314844,-85.602364,USA,"E.S George Reserve Field, MI",6,0.17
NIP00385,University of Michigan,12/9/2011,affinis,"MICH. Livington Co., E.S. George Reserve Field coll. F.C. Evans on Contaurea mac",W,S. Czarnik 2009,8,2,1985,44.314844,-85.602364,USA,"E.S George Reserve Field, MI",6,0.17
NIP00386,University of Michigan,12/9/2011,affinis,"Adrian, Mich. Lenawee Co., coll. P. Husband ",M,S. Czarnik 2009,9,5,1985,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00387,University of Michigan,12/9/2011,affinis,"MICH. Washtenaw Co., Ann Arbor coll. Marjorie O'Brien",M,L Day,9,19,1999,42.280826,-83.743038,USA,Ann Arbor MI,6,0.67
NIP00388,University of Michigan,12/9/2011,affinis,"Mich. Lenawee Co., Adrian coll. C.B. Dorm",M,S. Czarnik 2009,8,30,1989,41.897547,-84.037166,USA,"Adrian, MI",6,0.17
NIP00389,University of Michigan,12/9/2011,affinis,"Mich. Lenawee Co., Adrian coll. R. Husband",M,S. Czarnik 2009,9,5,1988,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00390,University of Michigan,12/9/2011,affinis,"MIch. Lenawee Co., Adrian coll. P.S. Husband",M,S. Czarnik 2009,8,29,1985,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00391,University of Michigan,12/9/2011,affinis,"MIch. Lenawee Co., Adrian coll. J Wade",M,S. Czarnik 2009,9,4,1986,41.897547,-84.037166,USA,"Adrian, MI",6,0.17
NIP00392,University of Michigan,12/13/2011,affinis,"MIch. Lenawee Co., Adrian coll. S. Ruhle",W,S. Czarnik 2009,8,31,1989,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00393,University of Michigan,12/13/2011,affinis,"Mich. Lenawee Co., Adrian coll. R. Husband",M,S. Czarnik 2009,9,3,1985,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00394,University of Michigan,12/13/2011,affinis,"MIch. Lenawee Co., Adrian coll. P.S. Husband",M,S. Czarnik 2009,8,26,1986,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00395,University of Michigan,12/13/2011,affinis,"MIch. Lenawee Co., Adrian coll. P.S. Husband",M,S. Czarnik 2009,8,26,1985,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00396,University of Michigan,12/13/2011,affinis,"MIch. Lenawee Co., Adrian coll. P.S. Husband",M,S. Czarnik 2009,8,26,1985,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00397,University of Michigan,12/13/2011,affinis,"Mich. Lenawee Co., Adrian",W,S. Czarnik 2009,9,2,1985,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00398,University of Michigan,12/13/2011,affinis,"Mich. Lenawee Co., Adrian coll. R. Husband",M,S. Czarnik 2009,9,5,1988,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00399,University of Michigan,12/13/2011,affinis,"Mich. Lenawee Co., at SE Round Lake coll. Wendy Way",M,S. Czarnik 2009,9,15,1992,41.967723,-84.272651,USA,SE Round Lake Lenawee Co. MI,3,0.00
NIP00400,University of Michigan,12/13/2011,affinis,"Mich Lenawee Co., Adrian coll. M. Russo",M,S. Czarnik 2009,,,1990,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00401,University of Michigan,12/13/2011,affinis,"Mich Lenawee Co., Adrian coll. K. Steuwe",M,S. Czarnik 2009,9,4,1996,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00402,University of Michigan,12/13/2011,affinis,"Mich Lenawee Co., Adrian coll. C. Beckman",M,S. Czarnik 2009,8,31,1989,41.897547,-84.037166,USA,"Adrian, MI",6,0.17
NIP00403,University of Michigan,12/13/2011,affinis,"Mich. Lenwawee Co., Adrian coll. M Russflours",M,S. Czarnik 2009,8,,1996,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00404,University of Michigan,12/13/2011,affinis,"Mich. Lenawee Co., Adrian coll. R. Husband",W,S. Czarnik 2009,9,3,1985,41.897547,-84.037166,USA,"Adrian, MI",6,0.00
NIP00405,University of Michigan,12/13/2011,affinis,Mich. Lenawee Co. Adrian coll. A. Schumaker,M,S. Czarnik 2009,9,4,1986,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00406,University of Michigan,12/13/2011,affinis,Mich. Lenawee Co. Adrian coll. D. Haefron,M,S. Czarnik 2009,,,1990,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00407,University of Michigan,12/26/2011,affinis,MI. Lenawee Co. Adrian coll. R Husband,Q,S. Czarnik 2009,4,24,1994,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00408,University of Michigan,12/26/2011,affinis,MI. Lenawee Co. Adrian coll. R Husband,Q,S. Czarnik 2009,5,19,1994,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00409,University of Michigan,12/26/2011,affinis,MICH. Lenawee Co. Adrian coll. L. Gribel,Q,S. Czarnik 2009,4,25,1994,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00410,University of Michigan,12/26/2011,affinis,MI. Lenawee Co. Adrian coll. R Husband,Q,S. Czarnik 2009,4,29,1994,41.897547,-84.037166,USA,"Adrian, MI",6,0.00
NIP00411,University of Michigan,12/26/2011,affinis,MICH: Washtenaw Co. Ann Arbor SW side col Irving J. Cantrall,W,L. Day,7,28,1988,42.280826,-83.743038,USA,"Ann Arbor, MI (SW Side)",3,0.00
NIP00412,University of Michigan,12/26/2011,affinis,MI. Lenawee Co. Adrian coll. R Husband,Q,S. Czarnik 2009,4,29,1994,41.897547,-84.037166,USA,"Adrian, MI",6,0.00
NIP00413,University of Michigan,12/26/2011,affinis,MICH: Washtenaw Co. Ann Arbor SW side col Irving J. Cantrall,M,L. Day,9,25,1988,42.280826,-83.743038,USA,"Ann Arbor, MI (SW Side)",3,0.00
NIP00414,University of Michigan,12/26/2011,affinis,MICHIGAN: Wastenaw Co. Ann Arbor coll I.J. Cantrall,Q,S. Czarnik 2009,9,9,1990,42.280826,-83.743038,USA,"Ann Arbor, MI",3,0.00
NIP00415,University of Michigan,12/26/2011,affinis,MI. Lenawee Co. Adrian coll. P.S. Husband,Q,S. Czarnik 2009,8,8,1994,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00416,University of Michigan,12/26/2011,affinis,MICH. Lenawee Co. Adrian coll. P.S. Husband,Q,S. Czarnik 2009,6,20,1989,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00417,University of Michigan,12/26/2011,affinis,MICH: Washtenaw Co. Ann Arbor coll Marjorie O'Brien,W,L. Day 2000,9,19,1999,42.280826,-83.743038,USA,Ann Arbor,3,1.00
NIP00418,University of Michigan,12/26/2011,affinis,MICH. Oceana Co. Hesperia coll T. Husband,Q,,5,30,1989,43.568903,-86.039507,USA,"Hesperia, MI",3,0.00
NIP00419,University of Michigan,12/26/2011,affinis,MICHIGAN: Livingston Co. Patterson Lake area coll. Marjorie O'Brien,W,,9,12,1999,42.435837,-84.023352,USA,"Patterson Lake, MI",3,0.00
NIP00420,University of Michigan,12/26/2011,affinis,MICHIGAN: Livingston Co. Patterson Lake area coll. Marjorie O'Brien,W,,9,12,1999,42.435837,-84.023352,USA,"Patterson Lake, MI",3,1.00
NIP00421,University of Michigan,12/26/2011,affinis,MICHIGAN: Livingston Co. Patterson Lake area coll. Marjorie O'Brien,W,,9,12,1999,42.435837,-84.023352,USA,"Patterson Lake, MI",3,1.00
NIP00422,University of Michigan,12/28/2011,affinis,"MI, Lenawee Co. Manitou Beach coll. Caroyln Jones",Q,R.W. Husband,5,19,1998,41.969722,-84.308333,USA,"Manitou Beach, MI",3,0.00
NIP00423,University of Michigan,12/28/2011,affinis,MICH. Lenawee Co. Adrian coll. P.S. Husband,Q,R.W. Husband,3,28,1998,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00424,University of Michigan,12/28/2011,affinis,"Adrian, Mich. Lenawee Co. coll. P.S. Husband",W,S. Czarnik 2009,4,26,1985,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00425,University of Michigan,12/28/2011,affinis,MICH. Lenawee Co. Adrian coll. T. Valeo,W,S. Czarnik 2009,9,14,1989,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00426,University of Michigan,12/28/2011,affinis,MICH. Lenawee Co. Adrian coll M. Pysmah,M,S. Czarnik 2009,9,16,1988,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00427,University of Michigan,12/28/2011,affinis,"Ohio, Columbus coll. D. Sammataro",M,S. Czarnik 2009,8,16,1994,39.961176,-82.998794,USA,"Columbus, OH",3,0.00
NIP00428,University of Michigan,12/28/2011,affinis,MICH. Lenawee Co. Adrian coll. P.S. Husband,W,S. Czarnik 2009,5,28,1989,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00429,University of Michigan,12/28/2011,affinis,"MIch., Lenawee Co. Len Cons. Club 5 mi NE Adrian coll. Wendy way",M,S. Czarnik 2009,9,1,1992,41.945539,-83.998241,USA,"Len.Cons. Club 5 mi NE Adrian, MI",3,0.00
NIP00430,University of Michigan,12/28/2011,affinis,"Mich., Lenawee Co. Adrian Coll. Arober at SE Round Lake coll. Mark Hass",M,S. Czarnik 2009,9,15,1992,41.897547,-84.037166,USA,"Round Lake, Adrian, MI",3,0.00
NIP00431,University of Michigan,12/28/2011,affinis,MICH. Lenawee Co. Adrian coll. R. Husband,Q,S. Czarnik 2009,4,14,1988,41.897547,-84.037166,USA,"Adrian, MI",3,0.00
NIP00432,University of Michigan,12/28/2011,affinis,Mich. Livingston Co. E.S. George Reserve Field coll F. C. Evans on fls. Elaeanus,Q,,5,16,1987,44.314844,-85.602364,USA,"E.S. George Reserve Field, MI",3,0.00
NIP00434,University of Michigan,12/28/2011,terricola,MICHIGAN: Delta Co. Portage Bay Campgnd. coll. M&A O'Brien,W,S. Czarnik 2009,7,27,1991,45.726647,-86.535693,USA,"Portage Bay Campground, MI",3,0.00
NIP00435,University of Michigan,12/28/2011,terricola,MICH: Mackinac Co. Mackinac St. Forest Big Knob Campgnd. coll M.A. & M. O'Brien,W,S. Czarnik 2009,7,26,1992,46.039713,-85.593713,USA,"Big Knob Campground, MI",3,0.00
NIP00436,University of Michigan,12/28/2011,terricola,MICH: Mackinac Co. Mackinac St. Forest Big Knob Campgnd. Malaise Trap coll M.A. ,W,S. Czarnik 2009,7,25,1992,46.039713,-85.593713,USA,"Big Knob Campground, MI",3,0.00
NIP00437,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountian Club Ives Meadow coll M.A. & M O'Brien,W,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00438,University of Michigan,12/30/2011,terricola,MICH: Mackinac Co. Mackinac St. Forest Big Knob Campgnd. coll M.A. & M. O'Brien,W,S. Czarnik 2009,7,22,1992,46.039713,-85.593713,USA,"Big Knob Campground, MI",3,0.00
NIP00439,University of Michigan,12/30/2011,terricola,"MICH: Marquette Co. Huron Mountain Club coll. O'Brien, Kiel & Bright MFO#0960702",W,S. Czarnik 2009,7,2,1996,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00440,University of Michigan,12/30/2011,terricola,MICHIGAN: Mason Co. Ludington Cartier PK. coll M. & A. O'Brien,W,S. Czarnik 2009,8,10,1990,43.975725,-86.452886,USA,"Ludington Cartier Park, MI",3,0.00
NIP00441,University of Michigan,12/30/2011,terricola,MICHIGAN: Mason Co. Ludington Cartier PK. coll M. & A. O'Brien,M,S. Czarnik 2009,8,10,1990,43.975725,-86.452886,USA,"Ludington Cartier Park, MI",3,0.00
NIP00442,University of Michigan,12/30/2011,terricola,MICH: Schoolcraft Co. M-28 5 mi W of Seney coll M. & A. O'Brien,W,M. O'Brien 2009,8,3,1985,46.35132,-86.051102,USA,"5 mi W of Seney, MI",3,0.00
NIP00443,University of Michigan,12/30/2011,terricola,MICH: Schoolcraft Co. M-28 5 mi W of Seney coll M. & A. O'Brien,W,S. Czarnik 2009,8,3,1985,46.35132,-86.051102,USA,"5 mi W of Seney, MI",3,0.00
NIP00444,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountain Club coll. M. & A. O'Brien from flowers of Da,W,S. Czarnik 2009,8,5,1985,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00445,University of Michigan,12/30/2011,terricola,Cheboygan Co. MI coll Lisa Medendorp,W,S. Czarnik 2009,6,29,1989,45.547226,-84.563628,USA,"Cheboygan Co., MI",3,0.00
NIP00446,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountian Club Ives Meadow coll M.A. & M O'Brien,M,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00447,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountian Club Ives Meadow coll M.A. & M O'Brien,W,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00448,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,M. O'Brien 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00449,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00450,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00451,University of Michigan,12/30/2011,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00452,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00453,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,M,S. Czarnik 2009,8,19,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00454,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00455,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,8,21,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00456,University of Michigan,1/2/2012,terricola,NY: St. Lawrence Co. Parishville coll M.A. & M. O'Brien,W,M. O'Brien 2009,8,17,1994,44.628683,-74.813833,USA,"Parishville, NY",3,0.00
NIP00457,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,8,16,1987,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00458,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,6,26,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00459,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,6,26,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00460,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,M. O'Brien 2009,8,18,1987,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00461,University of Michigan,1/2/2012,terricola,MICHIGAN: Alger Co. Pictured Rocks N.L. coll M. & A. O'Brien,W,S. Czarnik 2009,8,15,1987,46.533284,-86.488221,USA,Pictured Rocks N.L. MI,3,0.00
NIP00462,University of Michigan,1/2/2012,terricola,Mich: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,6,24,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00463,University of Michigan,1/2/2012,terricola,Mich: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,6,26,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00464,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,6,26,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.33
NIP00465,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,6,26,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00466,University of Michigan,1/2/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll M.A. & M. O'Brien,W,S. Czarnik 2009,6,23,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00467,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M. & A. O'Brien,W,S. Czarnik 2009,8,6,1985,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00468,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M. & A. O'Brien,W,S. Czarnik 2009,8,6,1985,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00469,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M. & A. O'Brien,W,S. Czarnik 2009,6,27,1986,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00470,University of Michigan,1/4/2012,terricola,MICHIGAN: Delta Co. Portage Bay State For. Cmpgnd. coll. Marjorie O'Brien,M,,8,18,1999,45.726647,-86.535693,USA,"Portage Bay Cmpgnd, MI",3,0.00
NIP00471,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club Breakfast Roll Mtn. coll. M. & A. O'Brie,M,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00472,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club Breakfast Roll Mtn. coll. M. & A. O'Brie,M,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00473,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club Breakfast Roll Mtn. coll. M. & A. O'Brie,M,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00474,University of Michigan,1/4/2012,terricola,MICHIGAN: Delta Co. Fayette State park coll M. & A. O'Brien,W,M. O'Brien 2009,7,26,1991,45.719877,-86.655795,USA,"Fayette State Park, MI",3,0.00
NIP00475,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club Breakfast Roll Mtn. coll. M. & A. O'Brie,M,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00476,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club Breakfast Roll Mtn. coll. M. & A. O'Brie,M,S. Czarnik 2009,8,17,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00477,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,M. O'Brien 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.33
NIP00478,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00479,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,M. O'Brien 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00480,University of Michigan,1/4/2012,terricola,MICHIGAN: Crawford Co. Hartwick Pines S.P. coll. M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1988,44.754908,-84.679293,USA,Hartwick Pines S.P. MI,3,0.00
NIP00481,University of Michigan,1/4/2012,terricola,MICHIGAN: Crawford Co. Hartwick Pines S.P. coll. M.A. & M. O'Brien,M,S. Czarnik 2009,8,18,1988,44.754908,-84.679293,USA,Hartwick Pines S.P. MI,3,0.00
NIP00482,University of Michigan,1/4/2012,terricola,MICHIGAN: Delta Co. Fayette State park coll M. & A. O'Brien,W,S. Czarnik 2009,7,31,1991,45.719877,-86.655795,USA,"Fayette State Park, MI",3,0.00
NIP00483,University of Michigan,1/4/2012,terricola,MICHIGAN: Delta Co. Portage Bay State For. Cmpgnd. coll. M. & A. O'Brien,M,S. Czarnik 2009,7,27,1991,45.726647,-86.535693,USA,"Portage Bay Cmpgnd, MI",3,0.00
NIP00484,University of Michigan,1/4/2012,terricola,MICHIGAN: Delta Co. Portage Bay State For. Cmpgnd. coll. M. & A. O'Brien,M,S. Czarnik 2009,7,27,1991,45.726647,-86.535693,USA,"Portage Bay Cmpgnd, MI",3,0.00
NIP00485,University of Michigan,1/4/2012,terricola,MICH: Alger Co. AuTrain Bay coll. M. O'Brien,W,M. O'Brien 2009,8,16,1993,46.429638,-86.8713,USA,"AuTrain Bay, MI",3,0.33
NIP00486,University of Michigan,1/4/2012,terricola,MICH: Alger Co. AuTrain Bay coll. M. O'Brien,W,S. Czarnik 2009,8,16,1993,46.429638,-86.8713,USA,"AuTrain Bay, MI",3,0.00
NIP00487,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00488,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,M,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00489,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00490,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00491,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
NIP00492,University of Michigan,1/4/2012,terricola,MICH: Marquette Co. Huron Mountain Club coll. M.A. & M. O'Brien,W,S. Czarnik 2009,8,18,1993,46.850956,-87.806206,USA,"Huron Mountain Club, MI",3,0.00
